                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8761,                 6.0694,                 3.1455,                0.00862,                0.60408,                0.01029,                0.00309,                 2.3975,                 4.2683,                 1.9591,             5.9622e-05,             5.9622e-05,             5.9622e-05
